stage,model,seed,hidden,classifier_hidden,node_embed_dim,dropout,label_fraction,device,nodes,window,labeled_train_samples,pretrain_epoch,pretrain_val_mse,classifier_epoch,val_macro_f1,val_loss,accuracy,macro_precision,macro_recall,macro_f1
final,dual_gap,101,32,96,8,0.05,1.0,cuda,24,60,1712,39,0.3193836808204651,49,0.607833735985371,1.009719729423523,0.6428571428571429,0.6614511187543047,0.6428571428571429,0.6377369089756656
