stage,model,seed,hidden,classifier_hidden,node_embed_dim,dropout,label_fraction,device,nodes,window,labeled_train_samples,pretrain_epoch,pretrain_val_mse,classifier_epoch,val_macro_f1,val_loss,accuracy,macro_precision,macro_recall,macro_f1
final,dual_gap,202,32,96,8,0.05,1.0,cuda,24,60,1712,35,0.32480210065841675,31,0.5215657522477226,1.11800217628479,0.5446428571428571,0.5444317248288433,0.5446428571428572,0.5346547309102762
