stage,model,seed,hidden,classifier_hidden,node_embed_dim,dropout,label_fraction,device,nodes,window,labeled_train_samples,pretrain_epoch,pretrain_val_mse,classifier_epoch,val_macro_f1,val_loss,accuracy,macro_precision,macro_recall,macro_f1
final,yang_gap,123,16,64,8,0.05,1.0,cuda,24,60,1712,38,0.4305957853794098,40,0.46074246500622207,1.1790978908538818,0.49107142857142855,0.4798784173912585,0.4910714285714286,0.4700209797866048
