stage,model,graph,seed,label_fraction,shuffle_labels,hidden,head_hidden,dropout,learning_rate,finetune_encoder,test,best_val_macro_f1,best_epoch,pretrain_val_mse,accuracy,macro_precision,macro_recall,macro_f1
final,GCN-NodeAware,Identity,123,1,False,32,96,0.05,0.0015,False,iid,0.9860867038094546,36,0.03216991946101189,0.9739583333333334,0.9741251998401279,0.9739583333333333,0.9738622245488158
final,GCN-NodeAware,Identity,123,1,False,32,96,0.05,0.0015,False,ood_profile,0.9860867038094546,36,0.03216991946101189,0.8298611111111112,0.8551109590530076,0.8298611111111112,0.8318211418509565
final,GCN-NodeAware,Identity,123,1,False,32,96,0.05,0.0015,False,weak,0.9860867038094546,36,0.03216991946101189,0.3142361111111111,0.5258717608824675,0.3142361111111111,0.23419196824818006
