device,model,seed,split,tag,name_cn,unit,r2,rmse,mae,bias,within_tolerance,train_min,train_max,samples
CND1,ANN,20260801,val,SYG1_10MAG10CP101,凝汽器 1 压力 1,kPa,0.8810638189315796,0.1427247913005764,0.086086057126522,0.0149888461455702,0.911173498034812,3.7780003547668457,7.967000007629394,8905
CND1,ANN,20260801,val,SYG1_10MAG10CP105,凝汽器 1 压力 2,kPa,0.8823618292808533,0.1416765409130181,0.0847823619842529,0.0175226237624883,0.9128579449747332,3.763000011444092,7.967000007629394,8905
CND1,ANN,20260801,val,SYG1_10MAG10CP106,凝汽器 1 压力 3,kPa,0.8773230314254761,0.144437566242178,0.08671236038208,0.019842255860567,0.9108366086468276,3.687000036239624,7.951000213623047,8905
CND1,ANN,20260801,val,SYG1_10MAG10CP107,凝汽器 1 压力 4,kPa,0.8868367671966553,0.1383358079967085,0.0835892334580421,0.020565303042531,0.9155530600786076,3.67900013923645,7.8520002365112305,8905
CND1,ANN,20260801,val,SYG1_10MAG10CP108,凝汽器 1 压力 5,kPa,0.8894333243370056,0.1368709330302941,0.0842755287885665,0.0143880266696214,0.9161145423919148,3.5109996795654297,7.630999565124512,8905
CND1,ANN,20260801,val,SYG1_10MAG10CP109,凝汽器 1 压力 6,kPa,0.8854066133499146,0.1393690114701975,0.0849783793091774,0.023190751671791,0.9136440202133632,3.694000244140625,7.875,8905
CND1,ANN,20260801,val,SYG1_10MAG10CT101,凝汽器 1 温度 1,℃,0.9043138027191162,0.4351671214089756,0.2694023847579956,0.0389810279011726,0.9413812464907356,28.177000045776367,41.06499862670898,8905
CND1,ANN,20260801,val,SYG1_10MAG10CT102,凝汽器 1 温度 2,℃,0.9062784910202026,0.4317565175510467,0.2695735394954681,0.0527050383388996,0.9426165075800113,27.924999237060547,40.68499755859375,8905
CND1,ANN,20260801,val,SYG1_10MAG10CT103,凝汽器 1 温度 3,℃,0.9078564643859864,0.4272656594292283,0.2679482400417328,0.0401145070791244,0.9427288040426728,28.303001403808597,41.19100189208984,8905
CND1,ANN,20260801,val,SYG1_10MAG10CT104,#1 机凝汽器 I（低压）壳侧温度,℃,0.8774305582046509,0.486534718214639,0.3232327103614807,-0.0088463006541132,0.9345311622683884,27.546998977661133,37.52199935913086,8905
CND1,ANN,20260801,val,SYG1_10MAG10CL104,#1 机凝汽器 I（低压）热井液位 4,mm,0.1737706065177917,40.95512502270015,27.297252655029297,-1.379510521888733,0.2509825940482875,697.905029296875,1232.22900390625,8905
CND1,ANN,20260801,val,SYG1_10MAG10CL105,#1 机凝汽器 I（低压）热井液位 5,mm,0.1754311919212341,40.86097182587178,27.436569213867188,-2.340642213821411,0.2464907355418304,711.4089965820312,1242.071044921875,8905
CND1,ANN,20260801,val,SYG1_10MAG10CL106,#1 机凝汽器 I（低压）热井液位 6,mm,0.1856134533882141,40.24644994777101,26.632970809936523,-1.1811583042144775,0.2544637843907917,694.928955078125,1225.02001953125,8905
CND1,ANN,20260801,val,SYG1_10MAG10CL104-SEL,#1 机凝汽器 I（低压）热井液位三选 - SEL,-,0.1781235933303833,40.84566273256562,27.194847106933597,-1.878764510154724,,697.7900390625,1231.4290771484375,8905
CND1,ANN,20260801,test,SYG1_10MAG10CP101,凝汽器 1 压力 1,kPa,0.7244787216186523,0.2223470280687779,0.1877761483192443,-0.0847362726926803,0.5602983069689881,3.7780003547668457,7.967000007629394,43177
CND1,ANN,20260801,test,SYG1_10MAG10CP105,凝汽器 1 压力 2,kPa,0.7251476645469666,0.2220427023734688,0.1873279213905334,-0.0821636989712715,0.565717859045325,3.763000011444092,7.967000007629394,43177
CND1,ANN,20260801,test,SYG1_10MAG10CP106,凝汽器 1 压力 3,kPa,0.7277169823646545,0.2197352683144035,0.1854483485221862,-0.0807502791285514,0.5687982027468328,3.687000036239624,7.951000213623047,43177
CND1,ANN,20260801,test,SYG1_10MAG10CP107,凝汽器 1 压力 4,kPa,0.7302939891815186,0.2187684255741807,0.1848276555538177,-0.0856528282165527,0.5761400745767422,3.67900013923645,7.8520002365112305,43177
CND1,ANN,20260801,test,SYG1_10MAG10CP108,凝汽器 1 压力 5,kPa,0.7453162670135498,0.2128359785726481,0.1777640432119369,-0.0772961303591728,0.6097227690668643,3.5109996795654297,7.630999565124512,43177
CND1,ANN,20260801,test,SYG1_10MAG10CP109,凝汽器 1 压力 6,kPa,0.7264602184295654,0.220675221932683,0.1867762207984924,-0.0874246656894683,0.5609236399008731,3.694000244140625,7.875,43177
CND1,ANN,20260801,test,SYG1_10MAG10CT101,凝汽器 1 温度 1,℃,0.5968379974365234,1.132930039194436,0.6878981590270996,-0.1662927418947219,0.8336846005975403,28.177000045776367,41.06499862670898,43177
CND1,ANN,20260801,test,SYG1_10MAG10CT102,凝汽器 1 温度 2,℃,0.5958207845687866,1.1322613657968172,0.685278594493866,-0.1547531336545944,0.8364406975936263,27.924999237060547,40.68499755859375,43177
CND1,ANN,20260801,test,SYG1_10MAG10CT103,凝汽器 1 温度 3,℃,0.6045641303062439,1.1031659407758556,0.6832319498062134,-0.1859997063875198,0.8390809921949186,28.303001403808597,41.19100189208984,43177
CND1,ANN,20260801,test,SYG1_10MAG10CT104,#1 机凝汽器 I（低压）壳侧温度,℃,0.7447681427001953,0.7382401147110176,0.6130537390708923,-0.2136350870132446,0.8371355119623873,27.546998977661133,37.52199935913086,43177
CND1,ANN,20260801,test,SYG1_10MAG10CL104,#1 机凝汽器 I（低压）热井液位 4,mm,0.4219932556152344,53.97531581007076,33.90814971923828,1.7720842361450195,0.2793385367209394,697.905029296875,1232.22900390625,43177
CND1,ANN,20260801,test,SYG1_10MAG10CL105,#1 机凝汽器 I（低压）热井液位 5,mm,0.4206477999687195,53.81511317696916,33.72604751586914,0.7964144945144653,0.2865182851981379,711.4089965820312,1242.071044921875,43177
CND1,ANN,20260801,test,SYG1_10MAG10CL106,#1 机凝汽器 I（低压）热井液位 6,mm,0.4156829118728637,53.79206203056358,33.73493576049805,2.5994246006011963,0.280149153484494,694.928955078125,1225.02001953125,43177
CND1,ANN,20260801,test,SYG1_10MAG10CL104-SEL,#1 机凝汽器 I（低压）热井液位三选 - SEL,-,0.4228057861328125,53.93682104149725,33.74672317504883,0.4785168468952179,,697.7900390625,1231.4290771484375,43177
CND1,GRU,20260801,train,SYG1_10MAG10CP101,凝汽器 1 压力 1,kPa,0.9748326539993286,0.0732634513505693,0.0480492934584617,0.0022101041395217,0.9902771161982684,3.7780003547668457,7.967000007629394,35689
CND1,GRU,20260801,train,SYG1_10MAG10CP105,凝汽器 1 压力 2,kPa,0.974973440170288,0.0732375238841174,0.0482982248067855,-0.0003927807556465,0.9917061279385804,3.763000011444092,7.967000007629394,35689
CND1,GRU,20260801,train,SYG1_10MAG10CP106,凝汽器 1 压力 3,kPa,0.9759393334388732,0.0723558391188189,0.0475612618029117,0.0018960746238008,0.9915099890722632,3.687000036239624,7.951000213623047,35689
CND1,GRU,20260801,train,SYG1_10MAG10CP107,凝汽器 1 压力 4,kPa,0.974131405353546,0.0747249463360744,0.0495595261454582,-0.0016823427285999,0.9905573145787218,3.67900013923645,7.8520002365112305,35689
CND1,GRU,20260801,train,SYG1_10MAG10CP108,凝汽器 1 压力 5,kPa,0.9729481339454652,0.0751134129179428,0.0501059368252754,1.2926082490594126e-05,0.9909215724733113,3.5109996795654297,7.630999565124512,35689
CND1,GRU,20260801,train,SYG1_10MAG10CP109,凝汽器 1 压力 6,kPa,0.9760124683380128,0.071993279187499,0.046652402728796,0.0013048757100477,0.9921264255092606,3.694000244140625,7.875,35689
CND1,GRU,20260801,train,SYG1_10MAG10CT101,凝汽器 1 温度 1,℃,0.9772559404373168,0.2554993170786948,0.176783338189125,0.0042500286363065,0.9975622740900556,28.177000045776367,41.06499862670898,35689
CND1,GRU,20260801,train,SYG1_10MAG10CT102,凝汽器 1 温度 2,℃,0.9795613884925842,0.2423692605704903,0.1646947264671325,-0.0010664442088454,0.9979265319846452,27.924999237060547,40.68499755859375,35689
CND1,GRU,20260801,train,SYG1_10MAG10CT103,凝汽器 1 温度 3,℃,0.977497935295105,0.2542965163830457,0.1739874333143234,-0.0034754099324345,0.9967777186247864,28.303001403808597,41.19100189208984,35689
CND1,GRU,20260801,train,SYG1_10MAG10CT104,#1 机凝汽器 I（低压）壳侧温度,℃,0.9824336171150208,0.2286320903068645,0.1645317375659942,-0.0053011118434369,0.9985709882596878,27.546998977661133,37.52199935913086,35689
CND1,GRU,20260801,train,SYG1_10MAG10CL104,#1 机凝汽器 I（低压）热井液位 4,mm,0.8835712671279907,26.00181925350969,18.621335983276367,0.3869931399822235,0.3938748634032895,697.905029296875,1232.22900390625,35689
CND1,GRU,20260801,train,SYG1_10MAG10CL105,#1 机凝汽器 I（低压）热井液位 5,mm,0.8836461305618286,25.84421997381015,18.620811462402344,0.5213533043861389,0.3898400067247611,711.4089965820312,1242.071044921875,35689
CND1,GRU,20260801,train,SYG1_10MAG10CL106,#1 机凝汽器 I（低压）热井液位 6,mm,0.8847047686576843,25.59265179076982,18.433141708374023,0.2885966598987579,0.3904844629998039,694.928955078125,1225.02001953125,35689
CND1,GRU,20260801,train,SYG1_10MAG10CL104-SEL,#1 机凝汽器 I（低压）热井液位三选 - SEL,-,0.8815198540687561,26.23051848701539,18.79328727722168,0.9366053342819214,,697.7900390625,1231.4290771484375,35689
CND1,GRU,20260801,val,SYG1_10MAG10CP101,凝汽器 1 压力 1,kPa,0.7977085709571838,0.1861363333562224,0.1183317974209785,0.0061320080421864,0.8382930937675463,3.7780003547668457,7.967000007629394,8905
CND1,GRU,20260801,val,SYG1_10MAG10CP105,凝汽器 1 压力 2,kPa,0.8067774176597595,0.1815736195840981,0.1121812611818313,0.0199466925114393,0.8680516563728242,3.763000011444092,7.967000007629394,8905
CND1,GRU,20260801,val,SYG1_10MAG10CP106,凝汽器 1 压力 3,kPa,0.784419059753418,0.1914713709854037,0.1176772862672805,0.0254804026335477,0.8627737226277372,3.687000036239624,7.951000213623047,8905
CND1,GRU,20260801,val,SYG1_10MAG10CP107,凝汽器 1 压力 4,kPa,0.7906654477119446,0.1881492124070382,0.1132836788892746,0.0148852067068219,0.8580572711959573,3.67900013923645,7.8520002365112305,8905
CND1,GRU,20260801,val,SYG1_10MAG10CP108,凝汽器 1 压力 5,kPa,0.8032465577125549,0.1825829642147887,0.1129580438137054,0.0061505478806793,0.8617630544637844,3.5109996795654297,7.630999565124512,8905
CND1,GRU,20260801,val,SYG1_10MAG10CP109,凝汽器 1 压力 6,kPa,0.8101182579994202,0.1794023324166268,0.1113111898303031,0.019798232242465,0.8738910724312184,3.694000244140625,7.875,8905
CND1,GRU,20260801,val,SYG1_10MAG10CT101,凝汽器 1 温度 1,℃,0.828799307346344,0.5820820933415015,0.3464747667312622,0.1103842258453369,0.9228523301516002,28.177000045776367,41.06499862670898,8905
CND1,GRU,20260801,val,SYG1_10MAG10CT102,凝汽器 1 温度 2,℃,0.8654811978340149,0.5172622004379622,0.3302303552627563,0.0583462640643119,0.9312745648512072,27.924999237060547,40.68499755859375,8905
CND1,GRU,20260801,val,SYG1_10MAG10CT103,凝汽器 1 温度 3,℃,0.8524234294891357,0.5407221855614852,0.3442656099796295,0.0355848781764507,0.928017967434026,28.303001403808597,41.19100189208984,8905
CND1,GRU,20260801,val,SYG1_10MAG10CT104,#1 机凝汽器 I（低压）壳侧温度,℃,0.823675274848938,0.5835517377936523,0.3676921129226684,0.0316286236047744,0.9211678832116788,27.546998977661133,37.52199935913086,8905
CND1,GRU,20260801,val,SYG1_10MAG10CL104,#1 机凝汽器 I（低压）热井液位 4,mm,0.1557987928390503,41.39814926654708,28.43201065063477,-6.014083862304688,0.2526670409882088,697.905029296875,1232.22900390625,8905
CND1,GRU,20260801,val,SYG1_10MAG10CL105,#1 机凝汽器 I（低压）热井液位 5,mm,0.1749632954597473,40.8725630007466,27.61028480529785,-6.11216402053833,0.2598540145985401,711.4089965820312,1242.071044921875,8905
CND1,GRU,20260801,val,SYG1_10MAG10CL106,#1 机凝汽器 I（低压）热井液位 6,mm,0.2436026930809021,38.78709634367385,25.76759529113769,-3.6593194007873535,0.2838854576080853,694.928955078125,1225.02001953125,8905
CND1,GRU,20260801,val,SYG1_10MAG10CL104-SEL,#1 机凝汽器 I（低压）热井液位三选 - SEL,-,0.1492529511451721,41.55687667550868,27.126304626464844,-3.76982855796814,,697.7900390625,1231.4290771484375,8905
CND1,GRU,20260801,test,SYG1_10MAG10CP101,凝汽器 1 压力 1,kPa,0.6958663463592529,0.2336070672516295,0.1949673146009445,-0.0556323863565921,0.5714848183060426,3.7780003547668457,7.967000007629394,43177
CND1,GRU,20260801,test,SYG1_10MAG10CP105,凝汽器 1 压力 2,kPa,0.6592826843261719,0.2472201484816142,0.2077719122171402,-0.063955932855606,0.5276188711582556,3.763000011444092,7.967000007629394,43177
CND1,GRU,20260801,test,SYG1_10MAG10CP106,凝汽器 1 压力 3,kPa,0.6953259706497192,0.2324380308033892,0.1949700713157653,-0.0616896674036979,0.5737082242860783,3.687000036239624,7.951000213623047,43177
CND1,GRU,20260801,test,SYG1_10MAG10CP107,凝汽器 1 压力 4,kPa,0.6746059060096741,0.2402946815159927,0.1985668689012527,-0.0413447171449661,0.5747736063181786,3.67900013923645,7.8520002365112305,43177
CND1,GRU,20260801,test,SYG1_10MAG10CP108,凝汽器 1 压力 5,kPa,0.6757875680923462,0.2401371037874551,0.2003939598798751,-0.069034494459629,0.5361882483729764,3.5109996795654297,7.630999565124512,43177
CND1,GRU,20260801,test,SYG1_10MAG10CP109,凝汽器 1 压力 6,kPa,0.7310044765472412,0.2188345456228381,0.1806372553110122,-0.056180790066719,0.6317483845565927,3.694000244140625,7.875,43177
CND1,GRU,20260801,test,SYG1_10MAG10CT101,凝汽器 1 温度 1,℃,0.4811777472496032,1.2852055966257478,0.7725999355316162,0.0372378304600715,0.7733052319521968,28.177000045776367,41.06499862670898,43177
CND1,GRU,20260801,test,SYG1_10MAG10CT102,凝汽器 1 温度 2,℃,0.5974020957946777,1.1300441722338317,0.6651340126991272,-0.1674373000860214,0.8386177826157445,27.924999237060547,40.68499755859375,43177
CND1,GRU,20260801,test,SYG1_10MAG10CT103,凝汽器 1 温度 3,℃,0.5407528877258301,1.1888471290546976,0.7447807788848877,-0.15484619140625,0.8020242258609908,28.303001403808597,41.19100189208984,43177
CND1,GRU,20260801,test,SYG1_10MAG10CT104,#1 机凝汽器 I（低压）壳侧温度,℃,0.7021173238754272,0.7975406484498897,0.6660009026527405,-0.2007635831832885,0.7916946522454085,27.546998977661133,37.52199935913086,43177
CND1,GRU,20260801,test,SYG1_10MAG10CL104,#1 机凝汽器 I（低压）热井液位 4,mm,0.3776440024375915,56.007755287493445,38.070125579833984,-12.411707878112791,0.1812770688097829,697.905029296875,1232.22900390625,43177
CND1,GRU,20260801,test,SYG1_10MAG10CL105,#1 机凝汽器 I（低压）热井液位 5,mm,0.361221432685852,56.50776227444885,41.314395904541016,-22.13994789123535,0.1459804988767167,711.4089965820312,1242.071044921875,43177
CND1,GRU,20260801,test,SYG1_10MAG10CL106,#1 机凝汽器 I（低压）热井液位 6,mm,0.3383021950721741,57.24318071422351,41.82903671264648,-22.97112464904785,0.157491256919193,694.928955078125,1225.02001953125,43177
CND1,GRU,20260801,test,SYG1_10MAG10CL104-SEL,#1 机凝汽器 I（低压）热井液位三选 - SEL,-,0.3614734411239624,56.7301383195035,39.47192001342773,-15.70657730102539,,697.7900390625,1231.4290771484375,43177
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CP101,凝汽器 1 压力 1,kPa,0.7474652528762817,0.2320755453889038,0.17889104783535,0.0020254047121852,0.6387122082434363,3.7780003547668457,7.967000007629394,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CP105,凝汽器 1 压力 2,kPa,0.7441765666007996,0.2341548282896282,0.1796925067901611,-0.0008168200147338,0.6383759701868923,3.763000011444092,7.967000007629394,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CP106,凝汽器 1 压力 3,kPa,0.7439627051353455,0.236032324487116,0.1818362325429916,0.0001145420319517,0.632099526464737,3.687000036239624,7.951000213623047,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CP107,凝汽器 1 压力 4,kPa,0.7484068870544434,0.2330389086812883,0.1796266585588455,0.0022622016258537,0.6390764661380257,3.67900013923645,7.8520002365112305,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CP108,凝汽器 1 压力 5,kPa,0.7461895942687988,0.2300771765049811,0.177886351943016,0.0010447411332279,0.6398890414413405,3.5109996795654297,7.630999565124512,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CP109,凝汽器 1 压力 6,kPa,0.7459830045700073,0.2342775380625521,0.1803011745214462,-0.001663698349148,0.6367508195802628,3.694000244140625,7.875,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CT101,凝汽器 1 温度 1,℃,0.7441052198410034,0.8570114578562775,0.6601817607879639,-0.001212760922499,0.7728992126425509,28.177000045776367,41.06499862670898,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CT102,凝汽器 1 温度 2,℃,0.7447419166564941,0.856527744271425,0.6599640250205994,0.0070309680886566,0.7721426770153269,27.924999237060547,40.68499755859375,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CT103,凝汽器 1 温度 3,℃,0.7449944615364075,0.8560597368457419,0.6576244235038757,0.0030613725539296,0.7734596094034576,28.303001403808597,41.19100189208984,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CT104,#1 机凝汽器 I（低压）壳侧温度,℃,0.7263504266738892,0.902388468373288,0.6971980333328247,0.0080348942428827,0.7476813584017484,27.546998977661133,37.52199935913086,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CL104,#1 机凝汽器 I（低压）热井液位 4,mm,0.6377543210983276,45.86434970888337,31.17681312561035,2.881667375564575,0.2835887808568466,697.905029296875,1232.22900390625,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CL105,#1 机凝汽器 I（低压）热井液位 5,mm,0.6370680332183838,45.64420079710291,31.180797576904297,3.089466094970703,0.2759393650704699,711.4089965820312,1242.071044921875,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CL106,#1 机凝汽器 I（低压）热井液位 6,mm,0.6370837688446045,45.4059542746736,30.860525131225582,2.8432466983795166,0.2831684832861666,694.928955078125,1225.02001953125,35689
CND1,iTransformer-small,20260801,train,SYG1_10MAG10CL104-SEL,#1 机凝汽器 I（低压）热井液位三选 - SEL,-,0.638208270072937,45.83670382966854,31.210649490356445,2.9761862754821777,,697.7900390625,1231.4290771484375,35689
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CP101,凝汽器 1 压力 1,kPa,0.3069947957992553,0.3445170146570341,0.2779792547225952,0.0220538768917322,0.3779898933183604,3.7780003547668457,7.967000007629394,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CP105,凝汽器 1 压力 2,kPa,0.308015763759613,0.343614844281409,0.2761729061603546,0.0268497802317142,0.3877596855699045,3.763000011444092,7.967000007629394,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CP106,凝汽器 1 压力 3,kPa,0.3039002418518066,0.3440601943351969,0.2765721082687378,0.0286441855132579,0.3924761370016844,3.687000036239624,7.951000213623047,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CP107,凝汽器 1 压力 4,kPa,0.3212342858314514,0.3387988458586742,0.2718616724014282,0.0273210052400827,0.4033688938798427,3.67900013923645,7.8520002365112305,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CP108,凝汽器 1 压力 5,kPa,0.3279053568840027,0.3374537802766391,0.2721136510372162,0.0245454031974077,0.3930376193149916,3.5109996795654297,7.630999565124512,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CP109,凝汽器 1 压力 6,kPa,0.318748414516449,0.3398131872004944,0.2739105522632599,0.0262520126998424,0.3888826501965188,3.694000244140625,7.875,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CT101,凝汽器 1 温度 1,℃,0.349972665309906,1.1342199592673223,0.9270996451377868,0.0580668188631534,0.6298708590679394,28.177000045776367,41.06499862670898,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CT102,凝汽器 1 温度 2,℃,0.3414639234542846,1.144482191681376,0.9317752122879028,0.067680113017559,0.639528354856822,27.924999237060547,40.68499755859375,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CT103,凝汽器 1 温度 3,℃,0.3556511998176574,1.1298636102652009,0.9192898869514464,0.0672837048768997,0.6394160583941606,28.303001403808597,41.19100189208984,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CT104,#1 机凝汽器 I（低压）壳侧温度,℃,0.2283123731613159,1.220797115522129,1.0013446807861328,0.1002176702022552,0.5690061763054464,27.546998977661133,37.52199935913086,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CL104,#1 机凝汽器 I（低压）热井液位 4,mm,0.1968432664871215,40.379235579882206,24.4587345123291,5.362816333770752,0.3591240875912408,697.905029296875,1232.22900390625,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CL105,#1 机凝汽器 I（低压）热井液位 5,mm,0.1968356966972351,40.32714123654812,24.584095001220703,5.56026554107666,0.3492419988770354,711.4089965820312,1242.071044921875,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CL106,#1 机凝汽器 I（低压）热井液位 6,mm,0.2007402181625366,39.87092057649519,24.03950881958008,5.013606071472168,0.3610331274564851,694.928955078125,1225.02001953125,8905
CND1,iTransformer-small,20260801,val,SYG1_10MAG10CL104-SEL,#1 机凝汽器 I（低压）热井液位三选 - SEL,-,0.1985895633697509,40.33389693778051,24.2192497253418,5.755674839019775,,697.7900390625,1231.4290771484375,8905
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CP101,凝汽器 1 压力 1,kPa,0.0707541108131408,0.40833732917673,0.3064183592796325,0.2394437491893768,0.4598976306830025,3.7780003547668457,7.967000007629394,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CP105,凝汽器 1 压力 2,kPa,0.0878055095672607,0.4045111415516884,0.3032773435115814,0.2354405671358108,0.4632790606109734,3.763000011444092,7.967000007629394,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CP106,凝汽器 1 压力 3,kPa,0.1145788431167602,0.3962455932480451,0.295059472322464,0.2226262986660003,0.4730991036894643,3.687000036239624,7.951000213623047,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CP107,凝汽器 1 压力 4,kPa,0.0751225352287292,0.4051178966924661,0.3043889999389648,0.2396170943975448,0.4557519049493943,3.67900013923645,7.8520002365112305,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CP108,凝汽器 1 压力 5,kPa,0.1249301433563232,0.3945170484951756,0.295626699924469,0.2263601571321487,0.4693702665771128,3.5109996795654297,7.630999565124512,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CP109,凝汽器 1 压力 6,kPa,0.1181750297546386,0.396218309248327,0.2945718765258789,0.2207304090261459,0.4740718438057299,3.694000244140625,7.875,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CT101,凝汽器 1 温度 1,℃,0.0202113389968872,1.7661578969300644,1.1516748666763306,0.92508202791214,0.5812585404266161,28.177000045776367,41.06499862670898,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CT102,凝汽器 1 温度 2,℃,0.0127733349800109,1.769571602805449,1.1561052799224854,0.9228482842445374,0.5809342937211942,27.924999237060547,40.68499755859375,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CT103,凝汽器 1 温度 3,℃,0.0168974995613098,1.7394109933729225,1.1446282863616943,0.9159914255142212,0.5829260949116428,28.303001403808597,41.19100189208984,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CT104,#1 机凝汽器 I（低压）壳侧温度,℃,0.0202009677886962,1.4464342043193417,1.0947059392929075,0.8454510569572449,0.5769043703823795,27.546998977661133,37.52199935913086,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CL104,#1 机凝汽器 I（低压）热井液位 4,mm,-0.3335028886795044,81.9833580435307,63.9670295715332,-47.117332458496094,0.1248813025453366,697.905029296875,1232.22900390625,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CL105,#1 机凝汽器 I（低压）热井液位 5,mm,-0.3289017677307129,81.50408588300957,63.59589767456055,-46.586307525634766,0.1229126618338467,711.4089965820312,1242.071044921875,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CL106,#1 机凝汽器 I（低压）热井液位 6,mm,-0.3250918388366699,81.00594656509021,63.12446594238281,-46.00992584228516,0.1280774486416379,694.928955078125,1225.02001953125,43177
CND1,iTransformer-small,20260801,test,SYG1_10MAG10CL104-SEL,#1 机凝汽器 I（低压）热井液位三选 - SEL,-,-0.3719425201416015,83.1557567629115,64.81757354736328,-47.92483139038086,,697.7900390625,1231.4290771484375,43177
CND1,TCN,20260801,train,SYG1_10MAG10CP101,凝汽器 1 压力 1,kPa,0.9799242615699768,0.0654341745973077,0.0412936322391033,-0.0016142325475811,0.9948443497996582,3.7780003547668457,7.967000007629394,35689
CND1,TCN,20260801,train,SYG1_10MAG10CP105,凝汽器 1 压力 2,kPa,0.9798172116279602,0.0657693848419961,0.0421424470841884,-0.0005434432532638,0.9954327663986102,3.763000011444092,7.967000007629394,35689
CND1,TCN,20260801,train,SYG1_10MAG10CP106,凝汽器 1 压力 3,kPa,0.9805538654327391,0.0650484307446931,0.0414332896471023,-0.0022637494839727,0.9956569251029728,3.687000036239624,7.951000213623047,35689
CND1,TCN,20260801,train,SYG1_10MAG10CP107,凝汽器 1 压力 4,kPa,0.9806212782859802,0.0646758097932926,0.0410242266952991,0.0001221170241478,0.9949003894757488,3.67900013923645,7.8520002365112305,35689
CND1,TCN,20260801,train,SYG1_10MAG10CP108,凝汽器 1 压力 5,kPa,0.9795165657997132,0.0653612576103428,0.0417977645993232,-0.0010598605731502,0.9948163299616128,3.5109996795654297,7.630999565124512,35689
CND1,TCN,20260801,train,SYG1_10MAG10CP109,凝汽器 1 压力 6,kPa,0.9780881404876708,0.0688079726380363,0.0447684787213802,0.0008178125717677,0.993583457087618,3.694000244140625,7.875,35689
CND1,TCN,20260801,train,SYG1_10MAG10CT101,凝汽器 1 温度 1,℃,0.9831070303916932,0.220195870946068,0.1481857597827911,0.0019161911914125,0.998486928745552,28.177000045776367,41.06499862670898,35689
CND1,TCN,20260801,train,SYG1_10MAG10CT102,凝汽器 1 温度 2,℃,0.9838579893112184,0.2153922967634884,0.1438820958137512,1.1096173693658784e-05,0.998486928745552,27.924999237060547,40.68499755859375,35689
CND1,TCN,20260801,train,SYG1_10MAG10CT103,凝汽器 1 温度 3,℃,0.9818552136421204,0.2283522029694017,0.1532713174819946,0.008636150509119,0.9980666311748718,28.303001403808597,41.19100189208984,35689
CND1,TCN,20260801,train,SYG1_10MAG10CT104,#1 机凝汽器 I（低压）壳侧温度,℃,0.9847720265388488,0.2128712094054016,0.1522550731897354,0.0047992505133152,0.9978985121465996,27.546998977661133,37.52199935913086,35689
CND1,TCN,20260801,train,SYG1_10MAG10CL104,#1 机凝汽器 I（低压）热井液位 4,mm,0.8786088824272156,26.550157978284705,19.016525268554688,-2.243328332901001,0.3842360391156939,697.905029296875,1232.22900390625,35689
CND1,TCN,20260801,train,SYG1_10MAG10CL105,#1 机凝汽器 I（低压）热井液位 5,mm,0.8779253959655762,26.471930843038137,19.01706314086914,-1.9534064531326292,0.3891675306116731,711.4089965820312,1242.071044921875,35689
