model,label_fraction,seed,accuracy,macro_f1,best_epoch,best_val_loss
KG-Scratch-10%,0.1,123,0.6642857142857143,0.6677376263129903,22,0.895264744758606
KG-MaskPretrain-Frozen-10%,0.1,123,0.6410714285714286,0.644350676020818,21,1.0778363943099976
