stage,model,seed,hidden,classifier_hidden,dropout,label_fraction,device,nodes,window,labeled_train_samples,pretrain_epoch,pretrain_val_mse,classifier_epoch,val_macro_f1,val_loss
select,yang_gap,123,32,96,0.05,1.0,cuda,24,60,1712,38,0.3795788586139679,47,0.5904634098198935,1.0597538948059082
