stage,model,seed,hidden,classifier_hidden,dropout,label_fraction,device,nodes,window,labeled_train_samples,pretrain_epoch,pretrain_val_mse,classifier_epoch,val_macro_f1,val_loss
select,dual_gap,123,64,96,0.05,1.0,cuda,24,60,1712,29,0.3158535659313202,36,0.6306375010389336,0.9818668365478516
