stage,model,seed,hidden,classifier_hidden,dropout,label_fraction,device,nodes,window,labeled_train_samples,pretrain_epoch,pretrain_val_mse,classifier_epoch,val_macro_f1,val_loss
select,dual_gap,123,32,96,0.05,1.0,cuda,24,60,1712,29,0.35080963373184204,60,0.611981406215107,0.9738714694976807
