stage,model,seed,hidden,classifier_hidden,node_embed_dim,dropout,label_fraction,device,nodes,window,labeled_train_samples,pretrain_epoch,pretrain_val_mse,classifier_epoch,val_macro_f1,val_loss
select,yang_gap,123,16,64,8,0.05,1.0,cuda,24,60,1712,38,0.4305957853794098,40,0.46074246500622207,1.1790978908538818
