stage,model,seed,hidden,classifier_hidden,dropout,label_fraction,device,nodes,window,labeled_train_samples,pretrain_epoch,pretrain_val_mse,classifier_epoch,val_macro_f1,val_loss
select,yang_gap,123,16,64,0.05,1.0,cuda,24,60,1712,38,0.43908068537712097,75,0.5495989939760547,1.053645372390747
