epoch,full_train_loss,lr
176,0.09622718203071444,0.0005
177,0.095336892234883,0.00025
178,0.09543276361445631,0.00025
179,0.09559074640837367,0.00025
180,0.09538728057797242,0.00025
181,0.0952271900336211,0.00025
182,0.09490590646836854,0.00025
183,0.09505305926793693,0.00025
184,0.09595536305566885,0.00025
185,0.09570578328744386,0.00025
186,0.09517343923558447,0.00025
187,0.09389661033007586,0.00025
188,0.09580058206931288,0.00025
189,0.09470157661444042,0.00025
190,0.0946099524847339,0.00025
191,0.09491742302224103,0.00025
192,0.09442231449241105,0.00025
193,0.09466879087705814,0.00025
194,0.09507388662002132,0.00025
195,0.09447961446361962,0.00025
196,0.09435933768051535,0.00025
197,0.09481483635060738,0.00025
198,0.09437927577948049,0.00025
199,0.09466663569613071,0.00025
200,0.09396152383785954,0.00025
201,0.0936422081327952,0.00025
202,0.09444622969334726,0.00025
203,0.09419021182109542,0.00025
204,0.09421976951413559,0.00025
205,0.09393063804620802,0.00025
206,0.0937139269154819,0.00025
207,0.09344928972018403,0.00025
208,0.09396375829431512,0.00025
209,0.09371728797774014,0.00025
210,0.09376744858122935,0.00025
211,0.09414711694367225,0.000125
212,0.09326133281141821,0.000125
213,0.09331782544330579,0.000125
214,0.0943762037027295,0.000125
215,0.09336380205704219,0.000125
216,0.0933576646272349,0.000125
217,0.0932724122523458,0.000125
218,0.09345774546675197,0.000125
219,0.09352735621615718,0.000125
220,0.09368292832247113,0.000125
221,0.09321640496951153,0.000125
222,0.09346033782221619,0.000125
223,0.09290913499754151,0.000125
224,0.09314311897905883,0.000125
225,0.09305217864962777,0.000125
226,0.09376609782325619,6.25e-05
