protocol,split,target_tag,name_cn,group,rows,min,max,mean,std
10d300d_expanded_2024,test,SYG1_10LBQ10CT103,一级抽汽逆止门前水平管管底温度,Y2_一级抽汽接口,384999,329.697,442.738,411.860219769402,5.361730916276195
10d300d_expanded_2024,test,SYG1_10LBQ10CT104,一级抽汽逆止门后水平管管顶温度,Y2_一级抽汽接口,384999,329.109,442.106,411.51895812976136,5.308200169686029
10d300d_expanded_2024,test,SYG1_10LBQ10CT105,一级抽汽逆止门后水平管管底温度,Y2_一级抽汽接口,384999,329.55,441.729,411.3889388180229,5.357459166654501
10d300d_expanded_2024,test,SYG1_10LBQ10CP102,1号高加入口抽汽压力,Y2_一级抽汽接口,384999,2.92,11.165,6.988655817287838,2.0516829400359056
10d300d_expanded_2024,test,SYG1_10LBQ10CT106,1号高加入口抽汽温度,Y2_一级抽汽接口,384999,329.109,440.953,411.26585994249336,5.2596580256584815
10d300d_expanded_2024,test,SYG1_10LBC20CT101,一次低温再热逆止阀前母管管底温度,Y3_VHP至RH1接口,384999,329.392,443.47,413.21898371943826,5.3840570141135835
10d300d_expanded_2024,test,SYG1_10LBC20CT103,一次低温再热逆止阀后水平管管顶温度,Y3_VHP至RH1接口,384999,329.245,442.605,412.5016706199237,5.380359305337375
10d300d_expanded_2024,test,SYG1_10LBC20CT104,一次低温再热逆止阀后水平管管底温度,Y3_VHP至RH1接口,384999,329.911,445.231,415.26954284037106,5.305816347031988
10d300d_expanded_2024,test,SYG1_10MAA50CT111A,超高压内缸壁温90%处#1,Y4_VHP缸体与内部蒸汽,384999,470.457,599.052,571.006641630238,6.105015000412379
10d300d_expanded_2024,test,SYG1_10MAA50CT112A,超高压内缸壁温90%处#2,Y4_VHP缸体与内部蒸汽,384999,476.874,610.778,582.0531288107242,6.5808396358977985
10d300d_expanded_2024,test,SYG1_10MAA50CT131A,超高压缸蒸汽温度100%,Y4_VHP缸体与内部蒸汽,384999,388.836,547.072,523.7548677295266,6.018218064515838
10d300d_expanded_2024,test,SYG1_10MAA50CT132A,超高压缸蒸汽温度50%,Y4_VHP缸体与内部蒸汽,384999,350.362,542.185,523.2687269525375,6.080648382834943
10d300d_expanded_2024,test,SYG1_10MAA50CT151A,超高压缸中部上半汽缸温度50%,Y4_VHP缸体与内部蒸汽,384999,349.72,539.268,519.9639390491923,6.192133006293832
10d300d_expanded_2024,test,SYG1_10MAA50CT152A,超高压缸中部下半汽缸温度50%,Y4_VHP缸体与内部蒸汽,384999,340.937,540.985,520.2249771921486,6.274921914233613
10d300d_expanded_2024,test,SYG1_10MAL41CT101A,#1抽汽逆止门前疏水阀后温度,Y5_疏水热状态,384999,15.894,313.026,31.28622123953569,14.082847377560741
10d300d_expanded_2024,test,SYG1_10MAL67CT101A,超高压冷再热逆止阀前疏水阀后温度,Y5_疏水热状态,384999,21.042,275.863,43.30671562004057,15.619724748724474
10d200d_expanded_2025,train,SYG1_10MAA50CP101,超高压缸叶片级压力#1,Y1_VHP本体,14023,7.0408626,23.186186,16.84248955791913,3.58069601142054
10d200d_expanded_2025,train,SYG1_10MAA50CP102,超高压缸叶片级压力#2,Y1_VHP本体,14023,7.038574,23.193052,16.845115412821794,3.5794072486955666
10d200d_expanded_2025,train,SYG1_10MAA50CP103,超高压缸叶片级压力#3,Y1_VHP本体,14023,7.0431514,23.17932,16.845481183612637,3.5792398379597916
10d200d_expanded_2025,train,SYG1_10MAA50CT121A,超高压排汽蒸汽温度#1,Y1_VHP本体,14023,399.4965,435.0659,416.8607489752549,4.3073636669205495
10d200d_expanded_2025,train,SYG1_10MAA50CT122A,超高压排汽蒸汽温度#2,Y1_VHP本体,14023,397.43304,433.44614,415.08345981530346,4.286694626598619
10d200d_expanded_2025,train,SYG1_10MAA50CT123A,超高压排汽蒸汽温度#3,Y1_VHP本体,14023,397.08707,432.23648,414.30482552021675,4.299315822245243
10d200d_expanded_2025,train,SYG1_10LBC01CP101,超高压缸A侧排汽垂直管压力,Y1_VHP本体,14023,3.3750913,11.254349,8.216054168672896,1.7637384648791268
10d200d_expanded_2025,train,SYG1_10LBC02CP101,超高压缸B侧排汽垂直管压力,Y1_VHP本体,14023,3.4025574,11.343613,8.288038090865006,1.779083701255446
10d200d_expanded_2025,train,SYG1_10LBC01CT101,超高压缸A侧排汽垂直管温度,Y1_VHP本体,14023,397.30804,439.33487,415.21398559580683,4.798905298922197
10d200d_expanded_2025,train,SYG1_10LBC02CT101,超高压缸B侧排汽垂直管温度,Y1_VHP本体,14023,401.02213,441.87354,417.9438914519004,4.814121238244917
10d200d_expanded_2025,train,SYG1_10LBQ10CP101,一级抽汽口压力,Y2_一级抽汽接口,14023,3.3555906,11.178772,8.170589887834273,1.751088364694773
10d200d_expanded_2025,train,SYG1_10LBQ10CT101A,一级抽汽口温度,Y2_一级抽汽接口,14023,400.3776,440.51126,417.33940676745345,4.696638015569145
10d200d_expanded_2025,train,SYG1_10LBQ10CT102,一级抽汽逆止门前水平管管顶温度,Y2_一级抽汽接口,14023,397.8882,437.21677,414.2883371824859,4.625539272651669
10d200d_expanded_2025,train,SYG1_10LBQ10CT103,一级抽汽逆止门前水平管管底温度,Y2_一级抽汽接口,14023,398.85873,438.18164,415.05765209085075,4.65403255049206
10d200d_expanded_2025,train,SYG1_10LBQ10CT104,一级抽汽逆止门后水平管管顶温度,Y2_一级抽汽接口,14023,398.75827,437.79346,415.11815173714604,4.576760236810398
10d200d_expanded_2025,train,SYG1_10LBQ10CT105,一级抽汽逆止门后水平管管底温度,Y2_一级抽汽接口,14023,398.42368,437.60492,414.60560168081014,4.60747848150043
10d200d_expanded_2025,train,SYG1_10LBQ10CP102,1号高加入口抽汽压力,Y2_一级抽汽接口,14023,3.4050293,10.994751,8.12873594803537,1.7024724715991235
10d200d_expanded_2025,train,SYG1_10LBQ10CT106,1号高加入口抽汽温度,Y2_一级抽汽接口,14023,397.59814,436.3516,413.8183083006489,4.511810846065054
10d200d_expanded_2025,train,SYG1_10LBC20CT101,一次低温再热逆止阀前母管管底温度,Y3_VHP至RH1接口,14023,400.69888,439.14642,416.56328028453254,4.64972034816504
10d200d_expanded_2025,train,SYG1_10LBC20CT103,一次低温再热逆止阀后水平管管顶温度,Y3_VHP至RH1接口,14023,399.53912,438.42566,415.55411510874995,4.689581859148666
10d200d_expanded_2025,train,SYG1_10LBC20CT104,一次低温再热逆止阀后水平管管底温度,Y3_VHP至RH1接口,14023,403.15152,440.04437,418.1819026435142,4.57372001031276
10d200d_expanded_2025,train,SYG1_10MAA50CT111A,超高压内缸壁温90%处#1,Y4_VHP缸体与内部蒸汽,14023,557.6601,588.1949,577.7597489082223,4.001464557416209
10d200d_expanded_2025,train,SYG1_10MAA50CT112A,超高压内缸壁温90%处#2,Y4_VHP缸体与内部蒸汽,14023,562.9217,597.08923,585.0356927811453,4.359607011997358
10d200d_expanded_2025,train,SYG1_10MAA50CT131A,超高压缸蒸汽温度100%,Y4_VHP缸体与内部蒸汽,14023,511.44592,542.69165,527.0839481993867,4.302686344509944
10d200d_expanded_2025,train,SYG1_10MAA50CT132A,超高压缸蒸汽温度50%,Y4_VHP缸体与内部蒸汽,14023,514.8825,539.11456,526.5153555223561,3.6530041872189383
10d200d_expanded_2025,train,SYG1_10MAA50CT151A,超高压缸中部上半汽缸温度50%,Y4_VHP缸体与内部蒸汽,14023,510.81796,535.9115,523.2560252620694,3.76829930002485
10d200d_expanded_2025,train,SYG1_10MAA50CT152A,超高压缸中部下半汽缸温度50%,Y4_VHP缸体与内部蒸汽,14023,511.3908,535.9115,523.5262357626756,3.633675751277565
10d200d_expanded_2025,train,SYG1_10MAL41CT101A,#1抽汽逆止门前疏水阀后温度,Y5_疏水热状态,14023,30.557798,38.178177,33.57495669500107,1.51846028281257
10d200d_expanded_2025,train,SYG1_10MAL67CT101A,超高压冷再热逆止阀前疏水阀后温度,Y5_疏水热状态,14023,27.780777,34.7604,30.77371582828211,1.4559276935284549
10d200d_expanded_2025,test,SYG1_10MAA50CP101,超高压缸叶片级压力#1,Y1_VHP本体,259566,6.1734004,24.039917,15.257878878121941,4.968893589736951
10d200d_expanded_2025,test,SYG1_10MAA50CP102,超高压缸叶片级压力#2,Y1_VHP本体,259566,6.1825557,24.042206,15.260649288097053,4.967553285738364
10d200d_expanded_2025,test,SYG1_10MAA50CP103,超高压缸叶片级压力#3,Y1_VHP本体,259566,6.1825557,24.037626,15.262947255258007,4.967066788195674
10d200d_expanded_2025,test,SYG1_10MAA50CT121A,超高压排汽蒸汽温度#1,Y1_VHP本体,259566,330.20874,439.49112,415.6644250852962,5.333257765827034
10d200d_expanded_2025,test,SYG1_10MAA50CT122A,超高压排汽蒸汽温度#2,Y1_VHP本体,259566,328.89868,437.58398,413.9442583976715,5.26477136826223
10d200d_expanded_2025,test,SYG1_10MAA50CT123A,超高压排汽蒸汽温度#3,Y1_VHP本体,259566,327.96094,437.67267,413.2582597582118,5.29231109242587
10d200d_expanded_2025,test,SYG1_10LBC01CP101,超高压缸A侧排汽垂直管压力,Y1_VHP本体,259566,3.0065916,11.4660635,7.362709976915697,2.4221256379244513
10d200d_expanded_2025,test,SYG1_10LBC02CP101,超高压缸B侧排汽垂直管压力,Y1_VHP本体,259566,3.0397794,11.574783,7.437131800888406,2.4442267653876097
10d200d_expanded_2025,test,SYG1_10LBC01CT101,超高压缸A侧排汽垂直管温度,Y1_VHP本体,259566,327.991,442.68262,414.14688687012165,5.884015738199797
10d200d_expanded_2025,test,SYG1_10LBC02CT101,超高压缸B侧排汽垂直管温度,Y1_VHP本体,259566,331.45834,445.22025,417.05864592708593,5.8215084402225274
10d200d_expanded_2025,test,SYG1_10LBQ10CP101,一级抽汽口压力,Y2_一级抽汽接口,259566,2.9976199,11.384766,7.321986104594978,2.4040557715569872
10d200d_expanded_2025,test,SYG1_10LBQ10CT101A,一级抽汽口温度,Y2_一级抽汽接口,259566,331.73315,444.2244,416.62153185760076,5.707784078125438
10d200d_expanded_2025,test,SYG1_10LBQ10CT102,一级抽汽逆止门前水平管管顶温度,Y2_一级抽汽接口,259566,328.7705,440.45486,413.439692741114,5.637986736607791
10d200d_expanded_2025,test,SYG1_10LBQ10CT103,一级抽汽逆止门前水平管管底温度,Y2_一级抽汽接口,259566,329.3127,441.41934,414.11892114075033,5.67602489776494
10d200d_expanded_2025,test,SYG1_10LBQ10CT104,一级抽汽逆止门后水平管管顶温度,Y2_一级抽汽接口,259566,329.79837,441.03134,414.29130226046556,5.579652083236912
10d200d_expanded_2025,test,SYG1_10LBQ10CT105,一级抽汽逆止门后水平管管底温度,Y2_一级抽汽接口,259566,329.01904,440.6988,413.72979221146073,5.615899476375004
10d200d_expanded_2025,test,SYG1_10LBQ10CP102,1号高加入口抽汽压力,Y2_一级抽汽接口,259566,2.9188845,11.192504,7.293265816595394,2.342955729641118
10d200d_expanded_2025,test,SYG1_10LBQ10CT106,1号高加入口抽汽温度,Y2_一级抽汽接口,259566,290.93478,439.44592,413.08564946580066,5.512561846549518
10d200d_expanded_2025,test,SYG1_10LBC20CT101,一次低温再热逆止阀前母管管底温度,Y3_VHP至RH1接口,259566,330.00174,442.8603,415.271155737115,5.733214763182425
10d200d_expanded_2025,test,SYG1_10LBC20CT103,一次低温再热逆止阀后水平管管顶温度,Y3_VHP至RH1接口,259566,329.41443,441.99576,414.69485508452567,5.70478024173651
10d200d_expanded_2025,test,SYG1_10LBC20CT104,一次低温再热逆止阀后水平管管底温度,Y3_VHP至RH1接口,259566,332.82428,444.4781,417.3211481746454,5.601594858722161
10d200d_expanded_2025,test,SYG1_10MAA50CT111A,超高压内缸壁温90%处#1,Y4_VHP缸体与内部蒸汽,259566,475.35056,595.8546,575.9072577102547,6.183945873577489
10d200d_expanded_2025,test,SYG1_10MAA50CT112A,超高压内缸壁温90%处#2,Y4_VHP缸体与内部蒸汽,259566,477.94565,606.1877,583.4574185120548,6.582795399001657
10d200d_expanded_2025,test,SYG1_10MAA50CT131A,超高压缸蒸汽温度100%,Y4_VHP缸体与内部蒸汽,259566,429.12848,547.17114,525.8718072442463,6.337451736643292
10d200d_expanded_2025,test,SYG1_10MAA50CT132A,超高压缸蒸汽温度50%,Y4_VHP缸体与内部蒸汽,259566,386.84747,541.98737,525.2245130038218,6.151631536962756
10d200d_expanded_2025,test,SYG1_10MAA50CT151A,超高压缸中部上半汽缸温度50%,Y4_VHP缸体与内部蒸汽,259566,388.0543,538.31116,521.7868624428083,6.310298059899832
10d200d_expanded_2025,test,SYG1_10MAA50CT152A,超高压缸中部下半汽缸温度50%,Y4_VHP缸体与内部蒸汽,259566,364.91113,538.02496,522.336337781258,6.278155323579573
10d200d_expanded_2025,test,SYG1_10MAL41CT101A,#1抽汽逆止门前疏水阀后温度,Y5_疏水热状态,259566,14.831694,57.210854,25.097492153652635,5.275263019187165
10d200d_expanded_2025,test,SYG1_10MAL67CT101A,超高压冷再热逆止阀前疏水阀后温度,Y5_疏水热状态,259566,11.880001,36.579197,21.685762771834526,5.302624981639543
