model,accuracy_mean,accuracy_std,macro_precision_mean,macro_recall_mean,macro_f1_mean,macro_f1_std,val_macro_f1_mean
KG-GCN-MaskPretrain-Frozen,0.978571,0.003993,0.978744,0.978571,0.978569,0.003987,0.981672
