model,seed,accuracy,macro_precision,macro_recall,macro_f1,best_val_macro_f1,pretrain_val_mse,pretrain_epoch,classifier_epoch
KG-GCN,202,0.9892857142857143,0.9894812091503268,0.9892857142857143,0.9892835272504593,0.9892278323203989,0.34281763434410095,39,20
